race_date,race_month,race_quarter,race_year,raceTime,circ_name,location,country,driverRef,driver_age,driver_nation,Avg_lap_time,AvgPitDurationMS,positionOrder,tot_laps,cons_name,cons_nation,Avg_stop,Accident
2017-06-25,6,2,2017,13:00:00,Baku City Circuit,Baku,Azerbaijan,sainz,22,Spanish,146764.2,449899.7,8,51,Toro Rosso,Italian,2,0
2022-10-02,10,4,2022,12:00:00,Marina Bay Street Circuit,Marina Bay,Singapore,bottas,33,Finnish,125916.6,32167,11,59,Alfa Romeo,Swiss,1,0
2023-07-09,7,3,2023,14:00:00,Silverstone Circuit,Silverstone,UK,tsunoda,23,Japanese,99003.13,28478,16,52,AlphaTauri,Italian,1.5,0
2015-04-12,4,2,2015,06:00:00,Shanghai International Circuit,Shanghai,China,massa,33,Brazilian,106974.1,23231,5,56,Williams,British,1.5,0
2014-07-27,7,3,2014,12:00:00,Hungaroring,Budapest,Hungary,sutil,31,German,97903.24,27228,11,70,Sauber,Swiss,1.5,0
2020-12-06,12,4,2020,17:10:00,Bahrain International Circuit,Sakhir,Bahrain,stroll,22,Canadian,63068.77,24684,3,87,Racing Point,British,1,0
2019-05-12,5,2,2019,13:10:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,max_verstappen,21,Dutch,87244.27,22478.5,3,66,Red Bull,Austrian,1.5,0
2022-07-31,7,3,2022,13:00:00,Hungaroring,Budapest,Hungary,leclerc,24,Monegasque,85599.41,21763.67,6,70,Ferrari,Italian,2,0
2020-11-01,11,4,2020,12:10:00,Autodromo Enzo e Dino Ferrari,Imola,Italy,bottas,31,Finnish,84416.08,29864.5,2,63,Mercedes,German,1.5,0
2016-05-15,5,2,2016,12:00:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,vettel,28,German,92509.06,21954.33,3,66,Ferrari,Italian,2,0
2014-09-21,9,3,2014,12:00:00,Marina Bay Street Circuit,Marina Bay,Singapore,hulkenberg,27,German,121107.6,29921.33,9,60,Force India,Indian,2,0
2015-07-26,7,3,2015,12:00:00,Hungaroring,Budapest,Hungary,grosjean,29,French,93167.58,21932.4,7,69,Lotus F1,British,3,0
2023-05-07,5,2,2023,19:30:00,Miami International Autodrome,Miami,USA,perez,33,Mexican,92344.3,21884,2,57,Red Bull,Austrian,1,0
2023-07-09,7,3,2023,14:00:00,Silverstone Circuit,Silverstone,UK,zhou,24,Chinese,98976.12,30753.33,15,52,Alfa Romeo,Swiss,2,0
2017-07-16,7,3,2017,12:00:00,Silverstone Circuit,Silverstone,UK,max_verstappen,19,Dutch,96854.02,28601.5,4,51,Red Bull,Austrian,1.5,0
2020-09-06,9,3,2020,13:10:00,Autodromo Nazionale di Monza,Monza,Italy,russell,22,British,121936.8,776593.5,14,53,Williams,British,1.5,0
2020-08-30,8,3,2020,13:10:00,Circuit de Spa-Francorchamps,Spa,Belgium,ocon,23,French,115668.4,24305,5,44,Renault,French,1,0
2016-04-17,4,2,2016,06:00:00,Shanghai International Circuit,Shanghai,China,sainz,21,Spanish,107464.6,24285,9,56,Toro Rosso,Italian,2,0
2017-09-03,9,3,2017,12:00:00,Autodromo Nazionale di Monza,Monza,Italy,perez,27,Mexican,86935.63,25377,9,53,Force India,Indian,1,0
2013-11-03,11,4,2013,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,hamilton,28,British,108461.3,21490.5,7,55,Mercedes,German,1.5,0
2018-11-25,11,4,2018,13:10:00,Yas Marina Circuit,Abu Dhabi,UAE,ricciardo,29,Australian,109013.8,21061,4,55,Red Bull,Austrian,1,0
2022-04-10,4,2,2022,05:00:00,Albert Park Grand Prix Circuit,Melbourne,Australia,norris,22,British,91721.57,17556,5,58,McLaren,British,1,0
2024-06-09,6,2,2024,18:00:00,Circuit Gilles Villeneuve,Montreal,Canada,norris,24,British,90740.09,23703,2,70,McLaren,British,1.5,0
2018-07-29,7,3,2018,13:10:00,Hungaroring,Budapest,Hungary,gasly,22,French,84424.29,21684,6,70,Toro Rosso,Italian,1,0
2016-04-17,4,2,2016,06:00:00,Shanghai International Circuit,Shanghai,China,rosberg,30,German,105962.3,23195,1,56,Mercedes,German,1.5,0
2018-05-27,5,2,2018,13:10:00,Circuit de Monaco,Monte-Carlo,Monaco,kevin_magnussen,25,Danish,80123.46,24237,13,78,Haas F1 Team,American,1,0
2023-11-26,11,4,2023,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,norris,24,British,90463.93,22746.5,5,58,McLaren,British,1.5,0
2020-08-30,8,3,2020,13:10:00,Circuit de Spa-Francorchamps,Spa,Belgium,gasly,24,French,115821.2,22681,8,44,AlphaTauri,Italian,1,0
2016-11-13,11,4,2016,16:00:00,Autódromo José Carlos Pace,São Paulo,Brazil,ricciardo,27,Australian,153405.9,714418,8,71,Red Bull,Austrian,3,0
2013-11-17,11,4,2013,19:00:00,Circuit of the Americas,Austin,USA,vettel,26,German,106377.6,24086,1,56,Red Bull,Austrian,1,0
2016-11-27,11,4,2016,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,raikkonen,37,Finnish,107324.2,22023,6,55,Ferrari,Italian,1.5,0
2018-03-25,3,1,2018,05:10:00,Albert Park Grand Prix Circuit,Melbourne,Australia,perez,28,Mexican,93450,22327,11,58,Force India,Indian,1,0
2019-11-17,11,4,2019,17:10:00,Autódromo José Carlos Pace,São Paulo,Brazil,norris,20,British,78956.09,23368,8,71,McLaren,British,1.5,0
2022-06-12,6,2,2022,11:00:00,Baku City Circuit,Baku,Azerbaijan,russell,24,British,111606.6,20532.5,3,51,Mercedes,German,1.5,0
2014-11-09,11,4,2014,16:00:00,Autódromo José Carlos Pace,São Paulo,Brazil,vettel,27,German,76816.55,23249.67,5,71,Red Bull,Austrian,2,0
2016-08-28,8,3,2016,12:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,hamilton,31,British,143606.6,349084.3,3,44,Mercedes,German,2,0
2024-03-09,3,1,2024,17:00:00,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,russell,26,British,97664.18,21013,6,50,Mercedes,German,1,0
2024-05-05,5,2,2024,20:00:00,Miami International Autodrome,Miami,USA,leclerc,26,Monegasque,95785.9,21825,3,57,Ferrari,Italian,1,0
2021-05-02,5,2,2021,14:00:00,Autódromo Internacional do Algarve,Portimão,Portugal,sainz,26,Spanish,87126.91,23388.33,11,66,Ferrari,Italian,2,0
2017-11-26,11,4,2017,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,hulkenberg,30,German,104359.5,29724,6,55,Renault,French,1,0
2017-05-28,5,2,2017,12:00:00,Circuit de Monaco,Monte-Carlo,Monaco,hamilton,32,British,80771.04,24155,7,78,Mercedes,German,1,0
2018-07-08,7,3,2018,13:10:00,Silverstone Circuit,Silverstone,UK,sirotkin,22,Russian,101882.6,28224,14,52,Williams,British,1,0
2017-07-16,7,3,2017,12:00:00,Silverstone Circuit,Silverstone,UK,bottas,27,Finnish,96107.7,27858,2,51,Mercedes,German,1,0
2022-06-19,6,2,2022,18:00:00,Circuit Gilles Villeneuve,Montreal,Canada,norris,22,British,83270.03,33583,15,70,McLaren,British,1.5,0
2014-06-22,6,2,2014,12:00:00,Red Bull Ring,Spielberg,Austria,button,34,British,75013.27,21373.5,11,71,McLaren,British,1.5,0
2022-07-10,7,3,2022,13:00:00,Red Bull Ring,Spielberg,Austria,hamilton,37,British,71908.86,22861.5,3,71,Mercedes,German,1.5,0
2021-10-10,10,4,2021,12:00:00,Istanbul Park,Istanbul,Turkey,leclerc,23,Monegasque,94860.64,23646,4,58,Ferrari,Italian,1,0
2015-10-11,10,4,2015,11:00:00,Sochi Autodrom,Sochi,Russia,max_verstappen,18,Dutch,111687.7,33787.5,10,53,Toro Rosso,Italian,1.5,0
2023-04-30,4,2,2023,11:00:00,Baku City Circuit,Baku,Azerbaijan,stroll,24,Canadian,110079.5,23161,7,51,Aston Martin,British,1,0
2024-06-09,6,2,2024,18:00:00,Circuit Gilles Villeneuve,Montreal,Canada,stroll,25,Canadian,91022.17,24654.5,7,70,Aston Martin,British,1.5,0
2014-10-05,10,4,2014,06:00:00,Suzuka Circuit,Suzuka,Japan,hamilton,29,British,152341.4,394954.3,1,44,Mercedes,German,2,0
2022-07-10,7,3,2022,13:00:00,Red Bull Ring,Spielberg,Austria,leclerc,24,Monegasque,71328.34,21500.33,1,71,Ferrari,Italian,2,0
2017-09-03,9,3,2017,12:00:00,Autodromo Nazionale di Monza,Monza,Italy,stroll,18,Canadian,86914.49,26131,7,53,Williams,British,1,0
2017-08-27,8,3,2017,12:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,grosjean,31,French,116235.8,22840.5,7,44,Haas F1 Team,American,1.5,0
2019-09-29,9,3,2019,11:10:00,Sochi Autodrom,Sochi,Russia,norris,19,British,107108.3,29290,8,53,McLaren,British,1,0
2016-04-17,4,2,2016,06:00:00,Shanghai International Circuit,Shanghai,China,alonso,34,Spanish,107699,22900.5,12,56,McLaren,British,1.5,0
2020-11-15,11,4,2020,10:10:00,Istanbul Park,Istanbul,Turkey,ricciardo,31,Australian,107496.1,23339,10,58,Renault,French,1.5,0
2022-06-19,6,2,2022,18:00:00,Circuit Gilles Villeneuve,Montreal,Canada,max_verstappen,24,Dutch,82596.53,23960.5,1,70,Red Bull,Austrian,1.5,0
2023-05-07,5,2,2023,19:30:00,Miami International Autodrome,Miami,USA,ocon,26,French,93269.55,21942,9,57,Alpine F1 Team,French,1,0
2017-04-30,4,2,2017,12:00:00,Sochi Autodrom,Sochi,Russia,bottas,27,Finnish,101706.6,29356,1,52,Mercedes,German,1,0
2017-10-01,10,4,2017,07:00:00,Sepang International Circuit,Kuala Lumpur,Malaysia,bottas,28,Finnish,97451.98,23676,5,56,Mercedes,German,1,0
2018-07-08,7,3,2018,13:10:00,Silverstone Circuit,Silverstone,UK,raikkonen,38,Finnish,101027.6,33779,3,52,Ferrari,Italian,1.5,0
2013-03-17,3,1,2013,06:00:00,Albert Park Grand Prix Circuit,Melbourne,Australia,perez,23,Mexican,94596.41,22462,11,58,McLaren,British,2,0
2019-06-30,6,2,2019,13:10:00,Red Bull Ring,Spielberg,Austria,max_verstappen,21,Dutch,69321.44,21110,1,71,Red Bull,Austrian,1,0
2023-11-05,11,4,2023,17:00:00,Autódromo José Carlos Pace,São Paulo,Brazil,perez,33,Mexican,99198.62,369802.3,4,71,Red Bull,Austrian,2.5,0
2024-04-07,4,2,2024,05:00:00,Suzuka Circuit,Suzuka,Japan,sainz,29,Spanish,129894.9,542274.7,3,53,Ferrari,Italian,2,0
2022-09-04,9,3,2022,13:00:00,Circuit Park Zandvoort,Zandvoort,Netherlands,hamilton,37,British,80774.84,17455,4,72,Mercedes,German,2,0
2015-09-20,9,3,2015,12:00:00,Marina Bay Street Circuit,Marina Bay,Singapore,sainz,21,Spanish,120245.5,31532.33,9,61,Toro Rosso,Italian,2,0
2023-10-22,10,4,2023,19:00:00,Circuit of the Americas,Austin,USA,max_verstappen,26,Dutch,102167.2,24365,1,56,Red Bull,Austrian,1.5,0
2018-08-26,8,3,2018,13:10:00,Circuit de Spa-Francorchamps,Spa,Belgium,bottas,28,Finnish,115410.9,24422.33,4,44,Mercedes,German,2,0
2022-10-02,10,4,2022,12:00:00,Marina Bay Street Circuit,Marina Bay,Singapore,hamilton,37,British,125453.4,41019,9,59,Mercedes,German,1,0
2019-03-31,3,1,2019,15:10:00,Bahrain International Circuit,Sakhir,Bahrain,giovinazzi,25,Italian,100454.3,26302.5,11,57,Alfa Romeo,Swiss,1.5,0
2022-09-04,9,3,2022,13:00:00,Circuit Park Zandvoort,Zandvoort,Netherlands,perez,32,Mexican,80846.41,17734,5,72,Red Bull,Austrian,2.5,0
2024-06-09,6,2,2024,18:00:00,Circuit Gilles Villeneuve,Montreal,Canada,bottas,34,Finnish,91263.05,24929,13,70,Sauber,Swiss,1,0
2024-03-09,3,1,2024,17:00:00,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,max_verstappen,26,Dutch,96865.46,20607,1,50,Red Bull,Austrian,1,0
2017-08-27,8,3,2017,12:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,ericsson,26,Swedish,117103,23670.67,16,44,Sauber,Swiss,2,0
2013-05-12,5,2,2013,12:00:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,raikkonen,33,Finnish,90392.94,19968.33,2,66,Lotus F1,British,2,0
2017-07-30,7,3,2017,12:00:00,Hungaroring,Budapest,Hungary,raikkonen,37,Finnish,85537.45,21919,2,70,Ferrari,Italian,1,0
2020-09-06,9,3,2020,13:10:00,Autodromo Nazionale di Monza,Monza,Italy,latifi,25,Canadian,121866.6,774732.5,11,53,Williams,British,1.5,0
2020-08-02,8,3,2020,13:10:00,Silverstone Circuit,Silverstone,UK,max_verstappen,22,Dutch,101675.8,28240.5,2,52,Red Bull,Austrian,1.5,0
2018-03-25,3,1,2018,05:10:00,Albert Park Grand Prix Circuit,Melbourne,Australia,stroll,19,Canadian,93992.6,23450.5,14,58,Williams,British,1.5,0
2023-11-19,11,4,2023,06:00:00,Las Vegas Strip Street Circuit,Las Vegas,United States,ocon,27,French,107339.1,21763,4,50,Alpine F1 Team,French,1,0
2022-10-09,10,4,2022,05:00:00,Suzuka Circuit,Suzuka,Japan,gasly,26,French,135432,124815.5,18,28,AlphaTauri,Italian,2.5,0
2016-09-18,9,3,2016,12:00:00,Marina Bay Street Circuit,Marina Bay,Singapore,hamilton,31,British,114049,27584.75,3,61,Mercedes,German,2.5,0
2016-11-27,11,4,2016,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,alonso,35,Spanish,108071.1,22338,10,55,McLaren,British,1.5,0
2019-05-12,5,2,2019,13:10:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,sainz,24,Spanish,87617.95,21506.5,8,66,McLaren,British,1.5,0
2016-05-01,5,2,2016,12:00:00,Sochi Autodrom,Sochi,Russia,raikkonen,36,Finnish,105547.1,30498,3,53,Ferrari,Italian,1,0
2014-07-27,7,3,2014,12:00:00,Hungaroring,Budapest,Hungary,button,34,British,97890.54,23918.33,10,70,McLaren,British,2,0
2023-09-17,9,3,2023,12:00:00,Marina Bay Street Circuit,Marina Bay,Singapore,kevin_magnussen,30,Danish,104347.3,32276.5,10,62,Haas F1 Team,American,1.5,0
2022-10-23,10,4,2022,19:00:00,Circuit of the Americas,Austin,USA,tsunoda,22,Japanese,110760.8,23464.5,10,56,AlphaTauri,Italian,1.5,0
2019-05-26,5,2,2019,13:10:00,Circuit de Monaco,Monte-Carlo,Monaco,kvyat,25,Russian,80295.02,24023,7,78,Toro Rosso,Italian,1,0
2018-07-29,7,3,2018,13:10:00,Hungaroring,Budapest,Hungary,bottas,28,Finnish,84091.81,21337,5,70,Mercedes,German,1,0
2023-03-05,3,1,2023,15:00:00,Bahrain International Circuit,Sakhir,Bahrain,stroll,24,Canadian,99846.28,25044,6,57,Aston Martin,British,1.5,0
2018-07-08,7,3,2018,13:10:00,Silverstone Circuit,Silverstone,UK,vandoorne,26,Belgian,101645.3,28471,11,52,McLaren,British,1.5,0
2023-08-27,8,3,2023,13:00:00,Circuit Park Zandvoort,Zandvoort,Netherlands,russell,25,British,120835.6,370492.8,17,72,Mercedes,German,4,0
2015-07-26,7,3,2015,12:00:00,Hungaroring,Budapest,Hungary,massa,34,Brazilian,93395.12,20998.8,12,69,Williams,British,3,0
2022-10-09,10,4,2022,05:00:00,Suzuka Circuit,Suzuka,Japan,latifi,27,Canadian,134791,216229,9,28,Williams,British,1.5,0
2019-09-29,9,3,2019,11:10:00,Sochi Autodrom,Sochi,Russia,sainz,25,Spanish,106884.5,30103,6,53,McLaren,British,1,0
2024-05-19,5,2,2024,13:00:00,Autodromo Enzo e Dino Ferrari,Imola,Italy,leclerc,26,Monegasque,81478.86,30149,3,63,Ferrari,Italian,1,0
2018-03-25,3,1,2018,05:10:00,Albert Park Grand Prix Circuit,Melbourne,Australia,bottas,28,Finnish,93234.86,21664,8,58,Mercedes,German,1,0
2017-08-27,8,3,2017,12:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,kevin_magnussen,24,Danish,117047.3,23157.67,15,44,Haas F1 Team,American,2,0
2016-05-15,5,2,2016,12:00:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,sainz,21,Spanish,93354.73,22905.5,6,66,Toro Rosso,Italian,1.5,0
2020-11-29,11,4,2020,14:10:00,Bahrain International Circuit,Sakhir,Bahrain,gasly,24,French,126306.3,592433.5,6,57,AlphaTauri,Italian,1.5,0
2020-11-29,11,4,2020,14:10:00,Bahrain International Circuit,Sakhir,Bahrain,albon,24,Thai,126237.2,403209,3,57,Red Bull,Austrian,2,0
2016-10-30,10,4,2016,19:00:00,Autódromo Hermanos Rodríguez,Mexico City,Mexico,bottas,27,Finnish,85873.44,22396,8,71,Williams,British,1,0
2013-10-06,10,4,2013,06:00:00,Korean International Circuit,Yeongam County,Korea,button,33,British,113199.3,26447,8,55,McLaren,British,1.5,0
2017-11-26,11,4,2017,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,vettel,30,German,103152.6,21221,3,55,Ferrari,Italian,1,0
2023-08-27,8,3,2023,13:00:00,Circuit Park Zandvoort,Zandvoort,Netherlands,sainz,28,Spanish,120235.4,504573.4,5,72,Ferrari,Italian,3,0
2021-08-01,8,3,2021,13:00:00,Hungaroring,Budapest,Hungary,ocon,24,French,106902.8,503784.7,1,70,Alpine F1 Team,French,2,0
2013-07-07,7,3,2013,12:00:00,Nürburgring,Nürburg,Germany,vettel,26,German,101245.2,19378.67,1,60,Red Bull,Austrian,2,0
2019-09-22,9,3,2019,12:10:00,Marina Bay Street Circuit,Marina Bay,Singapore,gasly,23,French,116872.4,32482,8,61,Toro Rosso,Italian,1,0
2016-07-03,7,3,2016,12:00:00,Red Bull Ring,Spielberg,Austria,raikkonen,36,Finnish,74142.69,20525.67,3,71,Ferrari,Italian,2,0
2018-09-16,9,3,2018,12:10:00,Marina Bay Street Circuit,Marina Bay,Singapore,hamilton,33,British,109370.7,28946,1,61,Mercedes,German,1,0
2022-10-23,10,4,2022,19:00:00,Circuit of the Americas,Austin,USA,perez,32,Mexican,109642.5,24102,4,56,Red Bull,Austrian,1.5,0
2021-06-06,6,2,2021,12:00:00,Baku City Circuit,Baku,Azerbaijan,bottas,31,Finnish,157405.4,692310.3,12,51,Mercedes,German,2,0
2021-06-06,6,2,2021,12:00:00,Baku City Circuit,Baku,Azerbaijan,vettel,33,German,157211.7,678400.7,2,51,Aston Martin,British,2,0
2017-08-27,8,3,2017,12:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,kvyat,23,Russian,116653.6,22892.5,12,44,Toro Rosso,Italian,1.5,0
2013-11-03,11,4,2013,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,grosjean,27,French,107652.9,21956.5,4,55,Lotus F1,British,1.5,0
2018-10-28,10,4,2018,19:10:00,Autódromo Hermanos Rodríguez,Mexico City,Mexico,hamilton,33,British,84332.24,22334,4,71,Mercedes,German,1.5,0
2023-05-07,5,2,2023,19:30:00,Miami International Autodrome,Miami,USA,zhou,23,Chinese,93625.98,22796,16,57,Alfa Romeo,Swiss,1,0
2024-06-09,6,2,2024,18:00:00,Circuit Gilles Villeneuve,Montreal,Canada,piastri,23,Australian,90830.38,23726.5,5,70,McLaren,British,1.5,0
2013-07-28,7,3,2013,12:00:00,Hungaroring,Budapest,Hungary,raikkonen,33,Finnish,88005.47,21902,2,70,Lotus F1,British,1.5,0
2016-07-10,7,3,2016,12:00:00,Silverstone Circuit,Silverstone,UK,perez,26,Mexican,111014.8,29195,6,52,Force India,Indian,1.5,0
2014-06-08,6,2,2014,18:00:00,Circuit Gilles Villeneuve,Montreal,Canada,button,34,British,85208.36,24271.5,4,70,McLaren,British,1.5,0
2014-10-12,10,4,2014,11:00:00,Sochi Autodrom,Sochi,Russia,kevin_magnussen,22,Danish,104987.9,29736,5,53,McLaren,British,1,0
2022-09-11,9,3,2022,13:00:00,Autodromo Nazionale di Monza,Monza,Italy,norris,22,British,91202.23,25749,7,53,McLaren,British,1.5,0
2017-07-16,7,3,2017,12:00:00,Silverstone Circuit,Silverstone,UK,raikkonen,37,Finnish,96549.02,28766.5,3,51,Ferrari,Italian,1.5,0
2013-08-25,8,3,2013,12:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,sutil,30,German,115721.4,23491,9,44,Force India,Indian,1.5,0
2024-06-23,6,2,2024,13:00:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,ocon,27,French,81395.7,21877.5,10,66,Alpine F1 Team,French,1.5,0
2022-10-02,10,4,2022,12:00:00,Marina Bay Street Circuit,Marina Bay,Singapore,norris,22,British,124769,30528,4,59,McLaren,British,1,0
2014-08-24,8,3,2014,12:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,vettel,27,German,116562.5,22907,5,44,Red Bull,Austrian,2,0
2017-11-12,11,4,2017,16:00:00,Autódromo José Carlos Pace,São Paulo,Brazil,perez,27,Mexican,78250.17,19368.25,9,71,Force India,Indian,2.5,0
2017-09-17,9,3,2017,12:00:00,Marina Bay Street Circuit,Marina Bay,Singapore,hamilton,32,British,127647.3,26903.25,1,58,Mercedes,German,2.5,0
2020-09-13,9,3,2020,13:10:00,Autodromo Internazionale del Mugello,Mugello,Italy,norris,20,British,142270.2,561057.4,6,59,McLaren,British,3,0
2014-11-09,11,4,2014,16:00:00,Autódromo José Carlos Pace,São Paulo,Brazil,hulkenberg,27,German,76992.8,23429.33,8,71,Force India,Indian,2,0
2019-11-17,11,4,2019,17:10:00,Autódromo José Carlos Pace,São Paulo,Brazil,ricciardo,30,Australian,78946.75,30125.5,6,71,Renault,French,1.5,0
2019-09-29,9,3,2019,11:10:00,Sochi Autodrom,Sochi,Russia,kvyat,25,Russian,107197.9,30162,12,53,Toro Rosso,Italian,1.5,0
2024-05-26,5,2,2024,13:00:00,Circuit de Monaco,Monte-Carlo,Monaco,sainz,29,Spanish,110296.7,2327072,3,78,Ferrari,Italian,1,0
2021-09-12,9,3,2021,13:00:00,Autodromo Nazionale di Monza,Monza,Italy,leclerc,23,Monegasque,92861.77,24557,4,53,Ferrari,Italian,1,0
2017-10-22,10,4,2017,19:00:00,Circuit of the Americas,Austin,USA,vettel,30,German,100734.5,23960,2,56,Ferrari,Italian,1.5,0
2021-07-18,7,3,2021,14:00:00,Silverstone Circuit,Silverstone,UK,ocon,24,French,138066.3,1047883,9,52,Alpine F1 Team,French,1.5,0
2020-12-13,12,4,2020,13:10:00,Yas Marina Circuit,Abu Dhabi,UAE,hamilton,35,British,105582.9,22406,3,55,Mercedes,German,1,0
2023-08-27,8,3,2023,13:00:00,Circuit Park Zandvoort,Zandvoort,Netherlands,kevin_magnussen,30,Danish,120428.1,420155.5,16,72,Haas F1 Team,American,3.5,0
2016-09-04,9,3,2016,12:00:00,Autodromo Nazionale di Monza,Monza,Italy,bottas,27,Finnish,88662.34,24030,6,53,Williams,British,1.5,0
2014-10-05,10,4,2014,06:00:00,Suzuka Circuit,Suzuka,Japan,vergne,24,French,155242.3,395453.7,9,44,Toro Rosso,Italian,2,0
2018-07-01,7,3,2018,13:10:00,Red Bull Ring,Spielberg,Austria,raikkonen,38,Finnish,69260.96,21552,2,71,Ferrari,Italian,1,0
2019-09-29,9,3,2019,11:10:00,Sochi Autodrom,Sochi,Russia,perez,29,Mexican,106938.1,30271,7,53,Racing Point,British,1,0
2017-06-25,6,2,2017,13:00:00,Baku City Circuit,Baku,Azerbaijan,alonso,35,Spanish,146963.2,449836,9,51,McLaren,British,2,0
2023-09-24,9,3,2023,05:00:00,Suzuka Circuit,Suzuka,Japan,alonso,42,Spanish,104399,24190,8,53,Aston Martin,British,1.5,0
2023-09-03,9,3,2023,13:00:00,Autodromo Nazionale di Monza,Monza,Italy,albon,27,Thai,87573.51,24538,7,51,Williams,British,1,0
2013-11-17,11,4,2013,19:00:00,Circuit of the Americas,Austin,USA,grosjean,27,French,106489.9,23876,2,56,Lotus F1,British,1,0
2022-09-11,9,3,2022,13:00:00,Autodromo Nazionale di Monza,Monza,Italy,max_verstappen,24,Dutch,91085.11,23941,1,53,Red Bull,Austrian,1.5,0
2023-09-17,9,3,2023,12:00:00,Marina Bay Street Circuit,Marina Bay,Singapore,leclerc,25,Monegasque,103525.7,32888,4,62,Ferrari,Italian,1,0
2021-10-24,10,4,2021,19:00:00,Circuit of the Americas,Austin,USA,leclerc,24,Monegasque,102300,23908,4,56,Ferrari,Italian,1.5,0
2022-05-08,5,2,2022,19:30:00,Miami International Autodrome,Miami,USA,max_verstappen,24,Dutch,99372.95,18798,1,57,Red Bull,Austrian,1,0
2022-10-09,10,4,2022,05:00:00,Suzuka Circuit,Suzuka,Japan,ricciardo,33,Australian,134888.6,213563,11,28,McLaren,British,1.5,0
2023-07-09,7,3,2023,14:00:00,Silverstone Circuit,Silverstone,UK,leclerc,25,Monegasque,98762.05,28524.5,9,52,Ferrari,Italian,1.5,0
2023-04-30,4,2,2023,11:00:00,Baku City Circuit,Baku,Azerbaijan,sainz,28,Spanish,109959.4,21970,5,51,Ferrari,Italian,1,0
2022-09-04,9,3,2022,13:00:00,Circuit Park Zandvoort,Zandvoort,Netherlands,ricciardo,33,Australian,81118.57,18723.8,17,72,McLaren,British,3,0
2020-08-30,8,3,2020,13:10:00,Circuit de Spa-Francorchamps,Spa,Belgium,hamilton,35,British,114744.6,23298,1,44,Mercedes,German,1,0
2014-08-24,8,3,2014,12:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,bottas,24,Finnish,116013.4,22972.5,3,44,Williams,British,1.5,0
2020-10-25,10,4,2020,12:10:00,Autódromo Internacional do Algarve,Portimão,Portugal,bottas,31,Finnish,82157.88,26512,2,66,Mercedes,German,1,0
2018-11-11,11,4,2018,17:10:00,Autódromo José Carlos Pace,São Paulo,Brazil,leclerc,21,Monegasque,74271.34,23593,7,71,Sauber,Swiss,1,0
2022-04-24,4,2,2022,13:00:00,Autodromo Enzo e Dino Ferrari,Imola,Italy,vettel,34,German,88871.08,30484,8,63,Aston Martin,British,1,0
2015-04-19,4,2,2015,15:00:00,Bahrain International Circuit,Sakhir,Bahrain,bottas,25,Finnish,100855.5,24958,4,57,Williams,British,1.5,0
2023-07-23,7,3,2023,13:00:00,Hungaroring,Budapest,Hungary,piastri,22,Australian,85017.23,21600.5,5,70,McLaren,British,1.5,0
2019-03-31,3,1,2019,15:10:00,Bahrain International Circuit,Sakhir,Bahrain,max_verstappen,21,Dutch,99433.38,25464,4,57,Red Bull,Austrian,1.5,0
2021-06-20,6,2,2021,13:00:00,Circuit Paul Ricard,Le Castellet,France,perez,31,Mexican,99143.04,29682,3,53,Red Bull,Austrian,1,0
